Game,"Skin Name","Withdraw Price"
CS2,"★ Gut Knife | Case Hardened (Battle-Scarred)",112.3
CS2,"StatTrak™ FAMAS | Roll Cage (Minimal Wear)",112.3
CS2,"StatTrak™ Sawed-Off | The Kraken (Factory New)",112.3
CS2,"AK-47 | The Outsiders (Factory New)",112.21
CS2,"★ Shadow Daggers | Case Hardened (Minimal Wear)",112.15
CS2,"★ Classic Knife | Stained (Field-Tested)",112.15
CS2,"★ StatTrak™ Navaja Knife | Tiger Tooth (Factory New)",112.11
CS2,"AUG | Sand Storm (Factory New)",112.07
CS2,"StatTrak™ M4A1-S | Player Two (Minimal Wear)",112.07
CS2,"★ Paracord Knife | Case Hardened (Battle-Scarred)",112
CS2,"StatTrak™ M4A4 | 龍王 (Dragon King) (Factory New)",111.91
CS2,"★ Falchion Knife | Autotronic (Battle-Scarred)",111.84
CS2,"Sticker | NiKo (Foil) | Krakow 2017",111.82
CS2,"★ StatTrak™ Ursus Knife | Damascus Steel (Field-Tested)",111.82
CS2,"★ Kukri Knife | Case Hardened (Well-Worn)",111.61
CS2,"★ Huntsman Knife | Damascus Steel (Well-Worn)",111.6
CS2,"Souvenir M4A1-S | Master Piece (Battle-Scarred)",111.54
CS2,"SG 553 | Integrale (Factory New)",111.31
CS2,"Sir Bloody Miami Darryl | The Professionals",111.31
CS2,"P250 | See Ya Later (Minimal Wear)",111.15
CS2,"P250 | See Ya Later (Field-Tested)",110.84
CS2,"Souvenir M4A1-S | Control Panel (Minimal Wear)",110.84
CS2,"★ StatTrak™ Falchion Knife | Freehand (Field-Tested)",110.82
CS2,"★ Classic Knife | Scorched (Minimal Wear)",110.82
CS2,"StatTrak™ AK-47 | The Outsiders (Factory New)",110.76
CS2,"★ Ursus Knife | Night Stripe (Minimal Wear)",110.76
CS2,"★ Moto Gloves | Finish Line (Well-Worn)",110.76
CS2,"★ Falchion Knife | Stained (Minimal Wear)",110.69
CS2,"★ Nomad Knife | Safari Mesh (Minimal Wear)",110.69
CS2,"Galil AR | Cerberus (Minimal Wear)",110.69
CS2,"★ Kukri Knife | Crimson Web (Field-Tested)",110.69
CS2,"★ Paracord Knife | Crimson Web (Field-Tested)",110.69
CS2,"SG 553 | Colony IV (Factory New)",110.67
CS2,"P250 | Nuclear Threat (Minimal Wear)",110.61
CS2,"M4A1-S | Stratosphere (Factory New)",110.58
CS2,"★ Nomad Knife | Urban Masked (Well-Worn)",110.53
CS2,"★ Ursus Knife | Ultraviolet (Field-Tested)",110.46
CS2,"★ StatTrak™ Huntsman Knife | Freehand (Minimal Wear)",110.3
CS2,"★ Gut Knife | Case Hardened (Field-Tested)",110.09
CS2,"★ Bloodhound Gloves | Snakebite (Well-Worn)",110.06
CS2,"★ Falchion Knife | Damascus Steel (Minimal Wear)",109.84
CS2,"★ Nomad Knife | Night Stripe (Well-Worn)",109.3
CS2,"StatTrak™ M4A4 | X-Ray (Minimal Wear)",109.3
CS2,"★ Falchion Knife | Damascus Steel (Well-Worn)",109.3
CS2,"M4A1-S | Vaporwave (Minimal Wear)",109.3
CS2,"Sticker | Flammable (Foil)",109.3
CS2,"★ StatTrak™ Nomad Knife | Boreal Forest (Field-Tested)",109.3
CS2,"★ Bowie Knife | Blue Steel (Battle-Scarred)",109.29
CS2,"Sticker | Luminosity Gaming (Holo) | MLG Columbus 2016",109.22
CS2,"StatTrak™ USP-S | Neo-Noir (Minimal Wear)",109.07
CS2,"★ Falchion Knife | Lore (Battle-Scarred)",109
CS2,"StatTrak™ USP-S | Blueprint (Factory New)",109
CS2,"★ Classic Knife | Night Stripe (Battle-Scarred)",109
CS2,"★ Huntsman Knife | Damascus Steel (Minimal Wear)",108.76
CS2,"AUG | Chameleon (Factory New)",108.53
CS2,"★ Survival Knife | Case Hardened (Well-Worn)",108.53
CS2,"★ Huntsman Knife | Autotronic (Battle-Scarred)",108.51
CS2,"StatTrak™ M4A1-S | Mecha Industries (Battle-Scarred)",108.45
CS2,"★ Survival Knife | Case Hardened (Field-Tested)",108.38
CS2,"P90 | Cold Blooded (Factory New)",108.38
CS2,"★ Shadow Daggers | Autotronic (Factory New)",108.27
CS2,"★ Bowie Knife | Lore (Field-Tested)",108.07
CS2,"StatTrak™ Glock-18 | Snack Attack (Factory New)",107.9
CS2,"★ StatTrak™ Bowie Knife | Freehand (Minimal Wear)",107.76
CS2,"★ Paracord Knife | Ultraviolet (Minimal Wear)",107.76
CS2,"USP-S | Neo-Noir (Minimal Wear)",107.76
CS2,"★ StatTrak™ Huntsman Knife | Black Laminate (Minimal Wear)",107.76
CS2,"★ Huntsman Knife | Stained (Field-Tested)",107.76
CS2,"★ Paracord Knife | Case Hardened (Well-Worn)",107.76
CS2,"★ StatTrak™ Falchion Knife | Urban Masked (Field-Tested)",107.7
CS2,"StatTrak™ AK-47 | Inheritance (Well-Worn)",107.69
CS2,"AK-47 | Leet Museo (Well-Worn)",107.68
CS2,"★ Nomad Knife | Night Stripe (Battle-Scarred)",107.68
CS2,"★ Falchion Knife | Bright Water (Factory New)",107.68
CS2,"StatTrak™ M4A1-S | Vaporwave (Battle-Scarred)",107.61
CS2,"MP9 | Bulldozer (Battle-Scarred)",107.58
CS2,"FAMAS | Prime Conspiracy (Field-Tested)",107.53
CS2,"Nova | Bloomstick (Factory New)",107.45
CS2,"★ Bowie Knife | Freehand (Factory New)",107.45
CS2,"M4A4 | Hellfire (Well-Worn)",107.45
CS2,"FAMAS | Prime Conspiracy (Minimal Wear)",107.45
CS2,"AK-47 | The Empress (Minimal Wear)",107.29
CS2,"StatTrak™ M4A4 | Royal Paladin (Well-Worn)",107.29
CS2,"Glock-18 | Pink DDPAT (Minimal Wear)",107.15
CS2,"★ Huntsman Knife | Freehand (Factory New)",106.99
CS2,"★ StatTrak™ Falchion Knife | Black Laminate (Minimal Wear)",106.99
CS2,"M4A4 | Bullet Rain (Minimal Wear)",106.99
CS2,"StatTrak™ M4A1-S | Mecha Industries (Field-Tested)",106.99
CS2,"★ Bowie Knife | Autotronic (Field-Tested)",106.84
CS2,"★ StatTrak™ Gut Knife | Crimson Web (Field-Tested)",106.84
CS2,"★ Survival Knife | Crimson Web (Field-Tested)",106.84
CS2,"★ Hand Wraps | Overprint (Battle-Scarred)",106.76
CS2,"★ Kukri Knife | Crimson Web (Well-Worn)",106.69
CS2,"Sticker | Planetkey Dynamics | DreamHack 2014",106.55
CS2,"★ Falchion Knife | Scorched (Minimal Wear)",106.53
CS2,"★ Classic Knife | Urban Masked (Field-Tested)",106.53
CS2,"P250 | See Ya Later (Well-Worn)",106.44
CS2,"★ Ursus Knife | Blue Steel (Well-Worn)",106.3
CS2,"★ Classic Knife | Stained (Well-Worn)",106.23
CS2,"★ Nomad Knife | Scorched (Well-Worn)",106.22
CS2,"Sawed-Off | The Kraken (Factory New)",106.22
CS2,"★ Driver Gloves | Rezan the Red (Field-Tested)",106.22
CS2,"StatTrak™ AUG | Chameleon (Factory New)",106.22
CS2,"AK-47 | The Empress (Field-Tested)",106.22
CS2,"★ StatTrak™ Bowie Knife | Ultraviolet (Field-Tested)",106.08
CS2,"★ Paracord Knife | Crimson Web (Well-Worn)",106.07
CS2,"StatTrak™ AK-47 | Point Disarray (Factory New)",106.07
CS2,"StatTrak™ AWP | Wildfire (Battle-Scarred)",106.07
CS2,"AWP | Pink DDPAT (Minimal Wear)",106.07
CS2,"StatTrak™ AK-47 | Inheritance (Field-Tested)",106.07
CS2,"★ Gut Knife | Case Hardened (Well-Worn)",106.07
CS2,"★ Moto Gloves | Transport (Minimal Wear)",105.98
CS2,"Glock-18 | Gamma Doppler (Battle-Scarred)",105.95
CS2,"★ Falchion Knife | Freehand (Minimal Wear)",105.92
CS2,"★ Bloodhound Gloves | Guerrilla (Well-Worn)",105.92
CS2,"★ Kukri Knife | Blue Steel (Field-Tested)",105.92
CS2,"StatTrak™ Glock-18 | Wasteland Rebel (Minimal Wear)",105.69
CS2,"★ Classic Knife | Safari Mesh (Minimal Wear)",105.65
CS2,"★ Bloodhound Gloves | Snakebite (Battle-Scarred)",105.65
CS2,"Sticker | Team Dignitas (Holo) | Cologne 2016",105.59
CS2,"★ Nomad Knife | Boreal Forest (Field-Tested)",105.46
CS2,"★ Ursus Knife | Urban Masked (Minimal Wear)",105.37
CS2,"★ Gut Knife | Freehand (Battle-Scarred)",105.13
CS2,"AWP | Chromatic Aberration (Factory New)",105.05
CS2,"StatTrak™ AWP | Elite Build (Factory New)",104.91
CS2,"★ StatTrak™ Navaja Knife | Crimson Web (Field-Tested)",104.75
CS2,"Sticker | HellRaisers (Holo) | Atlanta 2017",104.74
CS2,"M4A4 | 龍王 (Dragon King) (Factory New)",104.68
CS2,"StatTrak™ FAMAS | Roll Cage (Field-Tested)",104.68
CS2,"FAMAS | Bad Trip (Factory New)",104.68
CS2,"★ Moto Gloves | POW! (Well-Worn)",104.68
CS2,"★ Ursus Knife | Damascus Steel (Well-Worn)",104.65
CS2,"★ Navaja Knife | Slaughter (Minimal Wear)",104.61
CS2,"★ Survival Knife | Case Hardened (Battle-Scarred)",104.61
CS2,"★ Bowie Knife | Ultraviolet (Minimal Wear)",104.61
CS2,"★ Classic Knife | Scorched (Field-Tested)",104.61
CS2,"★ Navaja Knife | Case Hardened (Minimal Wear)",104.53
CS2,"★ StatTrak™ Gut Knife | Stained (Field-Tested)",104.46
CS2,"USP-S | Neo-Noir (Field-Tested)",104.38
CS2,"★ Ursus Knife | Blue Steel (Battle-Scarred)",104.38
CS2,"★ Classic Knife | Stained (Battle-Scarred)",104.38
CS2,"Nova | Baroque Orange (Field-Tested)",104.28
CS2,"★ StatTrak™ Ursus Knife | Urban Masked (Field-Tested)",104.08
CS2,"★ Huntsman Knife | Damascus Steel (Field-Tested)",104.07
CS2,"StatTrak™ FAMAS | Roll Cage (Well-Worn)",103.91
CS2,"★ Nomad Knife | Forest DDPAT (Field-Tested)",103.91
CS2,"★ Classic Knife | Boreal Forest (Minimal Wear)",103.91
CS2,"MP7 | Bloodsport (Factory New)",103.91
CS2,"★ Bloodhound Gloves | Bronzed (Well-Worn)",103.89
CS2,"Desert Eagle | Ocean Drive (Minimal Wear)",103.76
CS2,"★ Navaja Knife | Slaughter (Field-Tested)",103.76
CS2,"★ Broken Fang Gloves | Jade (Field-Tested)",103.68
CS2,"AK-47 | B the Monster (Battle-Scarred)",103.6
CS2,"StatTrak™ Glock-18 | Wasteland Rebel (Well-Worn)",103.56
CS2,"FAMAS | Sundown (Minimal Wear)",103.45
CS2,"★ Bowie Knife | Damascus Steel (Minimal Wear)",103.43
CS2,"★ StatTrak™ Shadow Daggers | Stained (Field-Tested)",103.21
CS2,"★ Shadow Daggers | Case Hardened (Well-Worn)",103.15
CS2,"★ Nomad Knife | Urban Masked (Battle-Scarred)",103.15
CS2,"AK-47 | The Empress (Well-Worn)",103.06
CS2,"★ StatTrak™ Nomad Knife | Forest DDPAT (Field-Tested)",103.06
CS2,"★ Ursus Knife | Damascus Steel (Field-Tested)",103.05
CS2,"StatTrak™ Glock-18 | Neo-Noir (Minimal Wear)",103.04
CS2,"★ Bloodhound Gloves | Guerrilla (Battle-Scarred)",102.96
CS2,"★ Bowie Knife | Autotronic (Well-Worn)",102.83
CS2,"StatTrak™ CZ75-Auto | Victoria (Minimal Wear)",102.83
CS2,"★ Classic Knife | Forest DDPAT (Minimal Wear)",102.76
CS2,"★ StatTrak™ Paracord Knife | Ultraviolet (Field-Tested)",102.6
CS2,"AUG | Bengal Tiger (Factory New)",102.53
CS2,"★ Paracord Knife | Blue Steel (Minimal Wear)",102.53
CS2,"AK-47 | The Empress (Battle-Scarred)",102.53
CS2,"★ Falchion Knife | Damascus Steel (Field-Tested)",102.53
CS2,"Five-SeveN | Candy Apple (Factory New)",102.52
CS2,"M4A1-S | Guardian (Factory New)",102.37
CS2,"StatTrak™ Desert Eagle | Printstream (Minimal Wear)",102.37
CS2,"SSG 08 | Blood in the Water (Field-Tested)",102.3
CS2,"MP9 | Dark Age (Factory New)",102.27
CS2,"StatTrak™ Glock-18 | Wasteland Rebel (Field-Tested)",102.21
CS2,"★ StatTrak™ Falchion Knife | Boreal Forest (Field-Tested)",102.2
CS2,"Sticker | Luminosity Gaming (Foil) | MLG Columbus 2016",102.2
CS2,"★ Gut Knife | Crimson Web (Battle-Scarred)",101.92
CS2,"★ Ursus Knife | Stained (Field-Tested)",101.83
CS2,"StatTrak™ AK-47 | Neon Rider (Battle-Scarred)",101.64
CS2,"StatTrak™ FAMAS | Roll Cage (Battle-Scarred)",101.6
CS2,"★ StatTrak™ Survival Knife | Stained (Field-Tested)",101.6
CS2,"★ Bowie Knife | Autotronic (Battle-Scarred)",101.53
CS2,"★ Shadow Daggers | Case Hardened (Battle-Scarred)",101.24
CS2,"★ Paracord Knife | Crimson Web (Battle-Scarred)",101.22
CS2,"★ StatTrak™ Bowie Knife | Bright Water (Factory New)",101.14
CS2,"AWP | Printstream (Minimal Wear)",101.14
CS2,"StatTrak™ M4A1-S | Atomic Alloy (Minimal Wear)",100.98
CS2,"Glock-18 | Gamma Doppler Phase 2 (Field-Tested)",100.91
CS2,"UMP-45 | Crime Scene (Field-Tested)",100.84
CS2,"AK-47 | Black Laminate (Minimal Wear)",100.84
CS2,"Glock-18 | Gamma Doppler Phase 1 (Field-Tested)",100.84
CS2,"★ Broken Fang Gloves | Jade (Well-Worn)",100.84
CS2,"StatTrak™ AK-47 | Aquamarine Revenge (Field-Tested)",100.75
CS2,"★ StatTrak™ Gut Knife | Damascus Steel (Field-Tested)",100.68
CS2,"SSG 08 | Blood in the Water (Minimal Wear)",100.68
CS2,"★ Huntsman Knife | Scorched (Minimal Wear)",100.61
CS2,"★ Survival Knife | Crimson Web (Well-Worn)",100.57
CS2,"★ Survival Knife | Crimson Web (Battle-Scarred)",100.52
CS2,"★ StatTrak™ Huntsman Knife | Ultraviolet (Field-Tested)",100.44
CS2,"★ Shadow Daggers | Case Hardened (Field-Tested)",100.29
CS2,"★ Huntsman Knife | Damascus Steel (Battle-Scarred)",100.06
CS2,"★ Bowie Knife | Lore (Well-Worn)",100.06
CS2,"StatTrak™ AK-47 | Neon Revolution (Field-Tested)",100.06
CS2,"P250 | See Ya Later (Battle-Scarred)",100.06
CS2,"Souvenir R8 Revolver | Amber Fade (Field-Tested)",100.06
CS2,"StatTrak™ FAMAS | Bad Trip (Factory New)",100.06
CS2,"★ Ursus Knife | Damascus Steel (Battle-Scarred)",100.06
CS2,"UMP-45 | Crime Scene (Battle-Scarred)",100.05
CS2,"★ Huntsman Knife | Stained (Battle-Scarred)",99.99
CS2,"StatTrak™ AK-47 | The Empress (Well-Worn)",99.99
CS2,"StatTrak™ P250 | See Ya Later (Battle-Scarred)",99.96
CS2,"★ Kukri Knife | Stained (Minimal Wear)",99.91
CS2,"M4A4 | Red DDPAT (Minimal Wear)",99.91
CS2,"Glock-18 | Gamma Doppler Phase 4 (Field-Tested)",99.91
CS2,"Glock-18 | Gamma Doppler Phase 3 (Field-Tested)",99.9
CS2,"USP-S | Neo-Noir (Battle-Scarred)",99.83
CS2,"★ Classic Knife | Scorched (Well-Worn)",99.83
CS2,"StatTrak™ AK-47 | Neon Rider (Field-Tested)",99.83
CS2,"AK-47 | Cartel (Factory New)",99.76
CS2,"★ Navaja Knife | Crimson Web (Minimal Wear)",99.76
CS2,"★ StatTrak™ Kukri Knife | Stained (Minimal Wear)",99.76
CS2,"★ Huntsman Knife | Urban Masked (Well-Worn)",99.66
CS2,"StatTrak™ M4A1-S | Decimator (Factory New)",99.6
CS2,"StatTrak™ AK-47 | Neon Revolution (Battle-Scarred)",99.55
CS2,"★ Survival Knife | Blue Steel (Minimal Wear)",99.52
CS2,"★ Gut Knife | Lore (Field-Tested)",99.02
CS2,"StatTrak™ P250 | Splash (Factory New)",98.91
CS2,"★ Huntsman Knife | Freehand (Minimal Wear)",98.91
CS2,"AWP | Snake Camo (Minimal Wear)",98.82
CS2,"★ Falchion Knife | Freehand (Battle-Scarred)",98.81
CS2,"★ Classic Knife | Urban Masked (Well-Worn)",98.8
CS2,"StatTrak™ AK-47 | The Empress (Battle-Scarred)",98.7
CS2,"★ Nomad Knife | Scorched (Battle-Scarred)",98.67
CS2,"Sticker | kennyS (Foil) | Krakow 2017",98.53
CS2,"★ Nomad Knife | Forest DDPAT (Well-Worn)",98.53
CS2,"StatTrak™ Dual Berettas | Cobra Strike (Field-Tested)",98.53
CS2,"★ StatTrak™ Nomad Knife | Safari Mesh (Field-Tested)",98.53
CS2,"StatTrak™ AUG | Chameleon (Battle-Scarred)",98.42
CS2,"★ Kukri Knife | Crimson Web (Battle-Scarred)",98.37
CS2,"StatTrak™ MP9 | Starlight Protector (Factory New)",98.21
CS2,"★ Kukri Knife | Blue Steel (Battle-Scarred)",98.14
CS2,"StatTrak™ USP-S | Neo-Noir (Battle-Scarred)",98.07
CS2,"StatTrak™ AWP | Wildfire (Field-Tested)",98.04
CS2,"Glock-18 | Gamma Doppler (Field-Tested)",98.03
CS2,"★ Nomad Knife | Boreal Forest (Well-Worn)",97.91
CS2,"AK-47 | The Oligarch (Field-Tested)",97.83
CS2,"Galil AR | Phoenix Blacklight (Battle-Scarred)",97.82
CS2,"SG 553 | Hypnotic (Factory New)",97.79
CS2,"★ Ursus Knife | Scorched (Minimal Wear)",97.75
CS2,"★ Nomad Knife | Safari Mesh (Field-Tested)",97.75
CS2,"★ Kukri Knife | Blue Steel (Well-Worn)",97.75
CS2,"★ StatTrak™ Bowie Knife | Freehand (Field-Tested)",97.75
CS2,"★ Bowie Knife | Damascus Steel (Well-Worn)",97.74
CS2,"★ StatTrak™ Falchion Knife | Scorched (Field-Tested)",97.61
CS2,"★ Huntsman Knife | Black Laminate (Minimal Wear)",97.6
CS2,"★ Ursus Knife | Ultraviolet (Well-Worn)",97.6
CS2,"AK-47 | First Class (Well-Worn)",97.55
CS2,"AWP | Sun in Leo (Factory New)",97.45
CS2,"★ Huntsman Knife | Night (Well-Worn)",97.32
CS2,"P2000 | Chainmail (Factory New)",97.28
CS2,"★ Nomad Knife | Boreal Forest (Battle-Scarred)",97.14
CS2,"Desert Eagle | Pilot (Field-Tested)",96.98
CS2,"★ Paracord Knife | Damascus Steel (Factory New)",96.98
CS2,"StatTrak™ AWP | Neo-Noir (Factory New)",96.98
CS2,"M4A1-S | Briefing (Factory New)",96.98
CS2,"★ Huntsman Knife | Bright Water (Factory New)",96.98
CS2,"★ Kukri Knife | Night Stripe (Minimal Wear)",96.91
CS2,"★ Huntsman Knife | Lore (Battle-Scarred)",96.82
CS2,"★ Falchion Knife | Stained (Field-Tested)",96.75
CS2,"StatTrak™ Galil AR | Sugar Rush (Field-Tested)",96.41
CS2,"StatTrak™ AWP | Wildfire (Well-Worn)",96.36
CS2,"★ Moto Gloves | Turtle (Field-Tested)",96.36
CS2,"M4A4 | Asiimov (Battle-Scarred)",96.29
CS2,"StatTrak™ USP-S | Neo-Noir (Field-Tested)",96.22
CS2,"★ Kukri Knife | Urban Masked (Minimal Wear)",96.22
CS2,"StatTrak™ P250 | See Ya Later (Minimal Wear)",96.22
CS2,"★ Falchion Knife | Freehand (Field-Tested)",96.13
CS2,"★ Ursus Knife | Ultraviolet (Battle-Scarred)",96.13
CS2,"★ StatTrak™ Gut Knife",96.09
CS2,"★ Nomad Knife | Forest DDPAT (Battle-Scarred)",96.06
CS2,"StatTrak™ P250 | See Ya Later (Well-Worn)",95.87
CS2,"★ StatTrak™ Ursus Knife | Scorched (Field-Tested)",95.84
CS2,"AK-47 | Point Disarray (Factory New)",95.83
CS2,"★ Nomad Knife | Safari Mesh (Well-Worn)",95.83
CS2,"Desert Eagle | Cobalt Disruption (Field-Tested)",95.82
CS2,"★ Broken Fang Gloves | Jade (Battle-Scarred)",95.45
CS2,"★ StatTrak™ Survival Knife | Ultraviolet (Field-Tested)",95.45
CS2,"Sticker | Virtus.pro (Foil) | Katowice 2015",95.45
CS2,"AWP | Asiimov (Well-Worn)",95.44
CS2,"CZ75-Auto | Victoria (Minimal Wear)",95.43
CS2,"MP9 | Music Box (Factory New)",95.37
CS2,"StatTrak™ XM1014 | Tranquility (Factory New)",95.37
CS2,"★ Driver Gloves | Convoy (Battle-Scarred)",95.37
CS2,"★ Survival Knife | Damascus Steel (Factory New)",95.37
CS2,"★ Driver Gloves | Rezan the Red (Well-Worn)",95.36
CS2,"StatTrak™ USP-S | The Traitor (Minimal Wear)",95.29
CS2,"★ Shadow Daggers | Tiger Tooth (Factory New)",95.29
CS2,"★ Driver Gloves | Racing Green (Minimal Wear)",95.16
CS2,"★ Bowie Knife | Freehand (Minimal Wear)",95.14
CS2,"Getaway Sally | The Professionals",95.06
CS2,"★ StatTrak™ Falchion Knife | Bright Water (Field-Tested)",95.06
CS2,"★ StatTrak™ Huntsman Knife | Forest DDPAT (Field-Tested)",95
CS2,"MP9 | Dark Age (Minimal Wear)",94.83
CS2,"★ StatTrak™ Gut Knife | Ultraviolet (Field-Tested)",94.71
CS2,"★ StatTrak™ Huntsman Knife | Freehand (Field-Tested)",94.67
CS2,"★ Falchion Knife | Boreal Forest (Minimal Wear)",94.58
CS2,"★ Falchion Knife | Bright Water (Minimal Wear)",94.53
CS2,"M4A1-S | Bright Water (Minimal Wear)",94.48
CS2,"StatTrak™ M4A4 | Buzz Kill (Field-Tested)",94.44
CS2,"Five-SeveN | Crimson Blossom (Minimal Wear)",94.37
CS2,"USP-S | Stainless (Factory New)",94.37
CS2,"★ Falchion Knife | Freehand (Well-Worn)",94.27
CS2,"★ Bowie Knife | Stained (Minimal Wear)",94.21
CS2,"★ Bloodhound Gloves | Bronzed (Battle-Scarred)",94.21
CS2,"AWP | Green Energy (Factory New)",94.21
CS2,"★ Gut Knife | Lore (Battle-Scarred)",93.91
CS2,"★ Falchion Knife | Black Laminate (Minimal Wear)",93.91
CS2,"StatTrak™ SSG 08 | Dragonfire (Field-Tested)",93.91
CS2,"StatTrak™ M4A4 | Temukau (Minimal Wear)",93.91
CS2,"StatTrak™ M4A4 | Spider Lily (Factory New)",93.91
CS2,"StatTrak™ AWP | Printstream (Field-Tested)",93.91
CS2,"StatTrak™ M4A4 | Full Throttle (Field-Tested)",93.83
CS2,"AK-47 | Wasteland Rebel (Well-Worn)",93.8
CS2,"★ Gut Knife | Crimson Web (Field-Tested)",93.75
CS2,"AWP | LongDog (Well-Worn)",93.74
CS2,"M4A4 | Royal Paladin (Minimal Wear)",93.68
CS2,"Galil AR | Sugar Rush (Minimal Wear)",93.6
CS2,"★ StatTrak™ Falchion Knife | Safari Mesh (Field-Tested)",93.52
CS2,"★ Ursus Knife | Stained (Well-Worn)",93.14
CS2,"P2000 | Fire Elemental (Minimal Wear)",93.14
CS2,"★ Nomad Knife | Safari Mesh (Battle-Scarred)",93.14
CS2,"CZ75-Auto | Emerald Quartz (Battle-Scarred)",93.04
CS2,"★ Moto Gloves | Finish Line (Battle-Scarred)",92.98
CS2,"StatTrak™ Tec-9 | Decimator (Minimal Wear)",92.9
CS2,"M4A1-S | Party Animal (Factory New)",98.03
CS2,"StatTrak™ Glock-18 | Gold Toof (Minimal Wear)",92.59
CS2,"Glock-18 | Franklin (Field-Tested)",92.49
CS2,"StatTrak™ Five-SeveN | Case Hardened (Factory New)",92.44
CS2,"Sawed-Off | The Kraken (Field-Tested)",92.36
CS2,"Five-SeveN | Crimson Blossom (Field-Tested)",92.36
CS2,"★ Ursus Knife | Night Stripe (Battle-Scarred)",92.36
CS2,"★ StatTrak™ Bowie Knife | Black Laminate (Minimal Wear)",92.36
CS2,"M4A4 | Red DDPAT (Field-Tested)",92.36
CS2,"Souvenir SG 553 | Hazard Pay (Minimal Wear)",92.36
CS2,"Sticker | Vox Eminor  | Katowice 2015",92.36
CS2,"StatTrak™ M4A4 | Bullet Rain (Field-Tested)",92.36
CS2,"★ Gut Knife | Freehand (Factory New)",92.29
CS2,"StatTrak™ P250 | See Ya Later (Field-Tested)",92.22
CS2,"StatTrak™ P90 | Cold Blooded (Factory New)",92.22
CS2,"★ StatTrak™ Kukri Knife | Stained (Field-Tested)",92.22
CS2,"Sticker | Titan | Katowice 2015",92.22
CS2,"★ StatTrak™ Classic Knife | Forest DDPAT (Field-Tested)",92.21
CS2,"★ StatTrak™ Huntsman Knife | Black Laminate (Field-Tested)",92.2
CS2,"R8 Revolver | Fade (Well-Worn)",92.06
CS2,"★ Gut Knife | Damascus Steel (Factory New)",91.99
CS2,"★ Survival Knife | Ultraviolet (Minimal Wear)",91.98
CS2,"★ StatTrak™ Navaja Knife | Stained (Minimal Wear)",91.98
CS2,"★ Moto Gloves | Turtle (Well-Worn)",91.9
CS2,"★ StatTrak™ Paracord Knife | Stained (Field-Tested)",91.77
CS2,"Five-SeveN | Case Hardened (Factory New)",91.74
CS2,"StatTrak™ Desert Eagle | Ocean Drive (Battle-Scarred)",91.72
CS2,"★ StatTrak™ Falchion Knife | Black Laminate (Field-Tested)",91.67
CS2,"R8 Revolver | Fade (Minimal Wear)",91.6
CS2,"★ StatTrak™ Falchion Knife | Black Laminate (Battle-Scarred)",91.6
CS2,"StatTrak™ Galil AR | Sugar Rush (Battle-Scarred)",91.59
CS2,"★ StatTrak™ Survival Knife | Damascus Steel (Field-Tested)",91.58
CS2,"★ Gut Knife | Crimson Web (Well-Worn)",91.52
CS2,"Desert Eagle | Printstream (Factory New)",91.5
CS2,"AUG | Chameleon (Field-Tested)",91.45
CS2,"★ Bowie Knife | Lore (Battle-Scarred)",91.44
CS2,"★ StatTrak™ Shadow Daggers | Urban Masked (Field-Tested)",91.32
CS2,"Sawed-Off | The Kraken (Minimal Wear)",91.18
CS2,"★ StatTrak™ Falchion Knife | Rust Coat (Battle-Scarred)",91.03
CS2,"StatTrak™ USP-S | Serum (Factory New)",90.83
CS2,"R8 Revolver | Fade (Field-Tested)",90.82
CS2,"★ Bowie Knife | Damascus Steel (Field-Tested)",90.82
CS2,"★ StatTrak™ Huntsman Knife | Black Laminate (Battle-Scarred)",90.81
CS2,"★ StatTrak™ Classic Knife | Safari Mesh (Field-Tested)",90.81
CS2,"P90 | Death by Kitty (Field-Tested)",90.78
CS2,"Atlanta 2017 Legends (Holo/Foil)",90.75
CS2,"Atlanta 2017 Legends (Holo-Foil)",90.75
CS2,"StatTrak™ R8 Revolver | Fade (Field-Tested)",90.73
CS2,"★ Bowie Knife | Night (Battle-Scarred)",90.69
CS2,"M4A4 | X-Ray (Minimal Wear)",90.67
CS2,"StatTrak™ R8 Revolver | Fade (Minimal Wear)",90.65
CS2,"M4A4 | Bullet Rain (Well-Worn)",90.64
CS2,"Galil AR | Phoenix Blacklight (Field-Tested)",90.6
CS2,"★ Classic Knife | Urban Masked (Battle-Scarred)",90.57
CS2,"M4A4 | Royal Paladin (Field-Tested)",90.52
CS2,"AUG | Chameleon (Minimal Wear)",90.52
CS2,"StatTrak™ Five-SeveN | Angry Mob (Factory New)",90.52
CS2,"★ StatTrak™ Gut Knife | Bright Water (Field-Tested)",90.49
CS2,"AWP | Snake Camo (Field-Tested)",90.44
CS2,"P90 | Cold Blooded (Minimal Wear)",90.37
CS2,"★ Bowie Knife | Stained (Field-Tested)",90.37
CS2,"StatTrak™ AK-47 | Inheritance (Battle-Scarred)",90.36
CS2,"AK-47 | Wasteland Rebel (Battle-Scarred)",90.33
CS2,"StatTrak™ M4A4 | Buzz Kill (Well-Worn)",90.13
CS2,"AK-47 | Wasteland Rebel (Field-Tested)",89.98
CS2,"★ StatTrak™ Paracord Knife | Damascus Steel (Field-Tested)",89.98
CS2,"M4A4 | Hellish (Minimal Wear)",89.91
CS2,"P2000 | Fire Elemental (Field-Tested)",89.9
CS2,"★ Ursus Knife | Stained (Battle-Scarred)",89.82
